Id,SalePrice
1461,130101.71295600105
1462,161365.8391082692
1463,208771.1393223768
1464,211587.24194744788
1465,177169.70104082068
1466,189401.4835799816
1467,199452.79792414885
1468,174086.99514503684
1469,190902.07525907736
1470,135295.98644451937
1471,207799.81782248383
1472,131087.0097365207
1473,131801.7637940026
1474,165568.74068479566
1475,107075.13200641563
1476,291026.6068044398
1477,244251.03534541652
1478,266671.9428507332
1479,253924.29983597668
1480,399083.1556870821
1481,292201.6878169803
1482,207116.0606049304
1483,189424.61643561907
1484,178409.66223175777
1485,172404.21428046934
1486,206503.85872024903
1487,293326.95930054924
1488,249821.82040766068
1489,196692.83315777406
1490,220491.66957985424
1491,208405.18977405317
1492,89116.41134762159
1493,203533.95015681675
1494,275973.34532934194
1495,273712.9342749929
1496,226116.0624865042
1497,205543.43994137878
1498,170851.25732526742
1499,168245.6467261971
1500,178465.0484303045
1501,225608.81936633307
1502,156893.26479353337
1503,246684.20985156437
1504,231575.32535571652
1505,228047.5992417815
1506,206905.30700206757
1507,280376.6174359168
1508,212716.6361876591
1509,160892.66155274957
1510,155049.19529480953
1511,151607.714941422
1512,188397.2876684363
1513,155734.84698433755
1514,199423.64557087934
1515,243648.44333694642
1516,147294.88560214685
1517,174854.38144451613
1518,172181.3529857169
1519,253161.6791199497
1520,131037.75988214696
1521,135555.67575746495
1522,176354.48236441938
1523,115774.57305347035
1524,101732.99760433147
1525,104366.77746902127
1526,105548.92153214337
1527,116895.39076073561
1528,156741.53556243517
1529,136326.13679742673
1530,204361.0731990859
1531,147571.14679917414
1532,67702.48324236367
1533,148497.0893920702
1534,128181.13840721129
1535,175107.31002617022
1536,106776.81268063933
1537,101969.52655663667
1538,140176.69952426758
1539,180218.31702322885
1540,135326.15682164207
1541,152292.34719275357
1542,172960.7845311202
1543,191161.62923305482
1544,64920.901433876716
1545,89632.46010249248
1546,109143.70827671932
1547,126059.86200740188
1548,126719.56482615136
1549,129886.6857539895
1550,131628.47616063198
1551,99247.97823956748
1552,157245.95242172945
1553,141270.14626682503
1554,113154.96176893637
1555,171272.96847571852
1556,79769.36200542562
1557,103474.14283086406
1558,75212.37221558392
1559,108195.74612090364
1560,133606.60591035988
1561,179037.90272254962
1562,137485.4561759918
1563,117680.34835863346
1564,184638.7062807493
1565,154120.91453265864
1566,230445.52279783273
1567,71281.08826790005
1568,242173.60374655854
1569,163861.5967921475
1570,123524.09878168674
1571,135300.51474955073
1572,163887.16332205012
1573,233786.16271638544
1574,145073.62825301895
1575,204678.8079660968
1576,256847.08461516025
1577,197238.1751396251
1578,128427.45196656976
1579,164583.6196560762
1580,200114.5513037606
1581,157081.5342122754
1582,121768.91093958728
1583,301433.6466322532
1584,244194.71447876375
1585,162152.05960999196
1586,76799.04035399156
1587,86237.8601393858
1588,153987.54170363722
1589,104358.52881003218
1590,135440.46347062057
1591,83495.61619320232
1592,140603.75107117416
1593,84821.49293516343
1594,174708.99318362353
1595,109094.88286496652
1596,213908.00654645963
1597,222651.9431661805
1598,189770.86719818553
1599,166750.51674105832
1600,170070.37577657634
1601,48490.443860145286
1602,115060.98341837991
1603,63147.88101413008
1604,245239.2346277833
1605,234313.41456337878
1606,178194.475575448
1607,236791.94950953685
1608,211969.0704487129
1609,188023.51952692587
1610,176124.7850156473
1611,148578.42522937013
1612,207158.84795158822
1613,210115.33492915472
1614,127994.03240488516
1615,103929.25141748367
1616,94128.38709205016
1617,114551.91430815961
1618,133455.68468061043
