Id,SalePrice
1461,122336.95371423243
1462,161699.3789239687
1463,185593.02776044531
1464,198348.50021692726
1465,207388.6685832315
1466,170370.1410251875
1467,177285.06575468264
1468,159444.5797663288
1469,203505.26034676476
1470,117568.14253932418
1471,188115.7189763749
1472,97661.77605826114
1473,92426.79176014212
1474,147134.49160215922
1475,110292.05256132543
1476,361671.78263537225
1477,241796.49999691086
1478,306731.2875015732
1479,308355.3431414611
1480,446004.6571675702
1481,301822.8657262126
1482,206831.9066691327
1483,176007.52490224584
1484,159259.57491168642
1485,179457.84964038874
1486,197174.00304667512
1487,334859.43736796203
1488,241154.36120669713
1489,198382.65663757728
1490,252125.58435089875
1491,196030.99039101822
1492,91937.53088521518
1493,192034.01682459115
1494,288212.55459631723
1495,293067.9901870623
1496,247476.8953025753
1497,185295.60633819748
1498,164261.83506695577
1499,168065.3614952232
1500,155234.4517255586
1501,179256.7479568966
1502,151299.4086471066
1503,285467.02095882304
1504,236739.0674749983
1505,224092.52924704284
1506,194681.76893948857
1507,259602.41685256985
1508,207542.29580276264
1509,161746.52540907526
1510,141333.96470592474
1511,145232.13562179205
1512,179720.2898317524
1513,150900.02878058795
1514,158206.628066685
1515,214031.22418643418
1516,154442.12747603736
1517,182538.5374507176
1518,127900.32944750262
1519,218238.51695643214
1520,127559.19430364073
1521,134786.31111319142
1522,183746.7436389621
1523,110966.34849490007
1524,124842.61678315228
1525,117936.93715233699
1526,99086.36913342717
1527,105420.97277746125
1528,143137.09241904924
1529,152679.86493073992
1530,195105.24015387153
1531,115227.16487592565
1532,96888.78648618908
1533,152665.288008639
1534,126960.91851313686
1535,157618.59682668687
1536,101356.19895912649
1537,54449.21240659116
1538,161722.59829040914
1539,206100.9303037264
1540,117347.64915355644
1541,143078.10297417396
1542,151728.87852556544
1543,197831.3779298287
1544,76136.84428798858
1545,122692.51387782983
1546,138547.831023908
1547,123416.01318058715
1548,146514.7333079619
1549,125583.43146885664
1550,138465.36383484415
1551,115037.59683731233
1552,145427.69414673815
1553,157147.89821179846
1554,125272.75079106033
1555,163412.7867561758
1556,77691.95412575745
1557,109275.29951113288
1558,104419.82697993981
1559,85987.2201596415
1560,130039.79389495123
1561,140916.1441723904
1562,129248.9517380498
1563,124073.69141509644
1564,167384.5062784081
1565,156875.08829410473
1566,243787.93647162197
1567,66833.00135855103
1568,223208.36936214764
1569,132340.42134743353
1570,138639.534596065
1571,107176.45632858304
1572,151358.2824265957
1573,254713.82961378997
1574,133990.83078851446
1575,235331.235181159
1576,238326.56206714438
1577,181955.75607985014
1578,145583.79675512656
1579,146586.53235768655
1580,192367.75401395356
1581,154626.20281046227
1582,125945.82174258622
1583,278242.5510576599
1584,221574.5208797141
1585,140204.1360286518
1586,42793.59168956554
1587,96840.63601350453
1588,162079.70809112652
1589,106583.33089811445
1590,138067.00564716294
1591,90960.03903851638
1592,125458.0473044968
1593,121117.90379861841
1594,151718.50376726215
1595,115537.72486562241
1596,230737.39263272934
1597,193293.19536586507
1598,207676.94490825938
1599,182133.91467543133
1600,165347.6067929797
1601,49426.548717658734
1602,129309.03435094992
1603,77620.7271078823
1604,269987.8535212164
1605,232608.4797327073
1606,164795.81290254788
