Id,SalePrice
1461,111318.73096978082
1462,163281.3414581255
1463,183463.07746058132
1464,192678.29814534285
1465,207364.84412130562
1466,171349.7698656316
1467,182116.53438138845
1468,160187.77542289067
1469,205248.0687880317
1470,116842.15829311335
1471,184263.73527670652
1472,101575.82159249613
1473,97805.21430520562
1474,143311.25946161454
1475,109039.59157485154
1476,375612.52636699914
1477,251935.28601830627
1478,308943.10362610174
1479,306653.5802163038
1480,457858.4955031534
1481,304496.51619733823
1482,210616.980591911
1483,177475.1500705178
1484,158942.8213083786
1485,177989.46933592833
1486,194760.8160848904
1487,330289.1150472353
1488,222941.52561100794
1489,198527.55536520144
1490,244179.41214299458
1491,194388.97084089217
1492,91353.79220225255
1493,199066.09559053474
1494,297278.1421902204
1495,297505.60353061336
1496,244366.7507956219
1497,179571.00011884782
1498,162334.32145177538
1499,164370.79839961824
1500,153901.71933239943
1501,183995.50046808936
1502,145479.6730024406
1503,278779.64183925965
1504,228305.2457247792
1505,217519.12590332597
1506,194649.2134610134
1507,252673.39607648982
1508,204279.4658145177
1509,160962.83255746297
1510,144168.51539350837
1511,151006.44850153208
1512,181352.10362812493
1513,150419.9179025425
1514,159921.10570027004
1515,212134.99796805938
1516,158630.51182729984
1517,181648.1800629769
1518,128656.94707739039
1519,218142.93981766317
1520,130000.2044416524
1521,137051.3964009937
1522,186908.12925513426
1523,110494.3427375512
1524,121952.17802643974
1525,119720.9612927566
1526,102079.14082278986
1527,100382.60945610644
1528,139927.02355144115
1529,154021.792334817
1530,193781.4037113157
1531,120998.33564096026
1532,96681.91850944457
1533,147527.21910631366
1534,129230.23236336256
1535,161383.27338928485
1536,105817.93781502044
1537,45942.031168892165
1538,161574.83256717795
1539,203621.72068045277
1540,121605.54573394079
1541,140929.00921918824
1542,157270.98827846546
1543,195342.23864076415
1544,79031.5265324181
1545,122585.53981744824
1546,138139.17062143947
1547,128537.53231232974
1548,145960.2456881489
1549,120030.34553189785
1550,142601.3876201465
1551,116922.71927090432
1552,146607.04942747194
1553,153758.81640180468
1554,129507.35978473455
1555,166526.53156946134
1556,79705.59030060342
1557,111380.55548666685
1558,105099.05933972436
1559,84336.55642719055
1560,131368.7213660163
1561,135574.24349560298
1562,125851.63969218929
1563,123206.8603193924
1564,166044.23043371784
1565,153985.06519755058
