Id,SalePrice
1461,124252.4554109401
1462,161124.84824450721
1463,187965.6000868231
1464,201712.9631107382
1465,204774.6603280136
1466,171868.16882612358
1467,179920.90019650722
1468,160146.72691375588
1469,208876.42807192612
1470,118537.7118255425
1471,188222.1269558638
1472,98616.6140967622
1473,90330.07956951339
1474,148001.87082572433
1475,110242.94670281815
1476,356921.22490290354
1477,240236.12959620485
1478,306021.06141748617
1479,306875.2426141673
1480,447268.5659484279
1481,302387.44407168403
1482,206701.51419386594
1483,177699.39789256174
1484,159469.50909687707
1485,179381.53457462834
1486,199285.58857412846
1487,334524.2155936834
1488,246364.54875353584
1489,198566.35796889535
1490,256364.71454129566
1491,197042.79834278254
1492,88825.03832590726
1493,192672.79306331393
1494,284721.13000062364
1495,289636.39723053784
1496,250035.96701733954
1497,186261.586260319
1498,162198.8687060431
1499,160628.30614112178
1500,153104.1637966704
1501,181951.4435087134
1502,149309.22440445086
1503,289932.6419434664
1504,238521.85621696548
1505,225755.26614850282
1506,192835.3588956826
1507,263506.6662455674
1508,208616.46816456306
1509,161268.3263638526
1510,139691.6229837716
1511,144235.25005512882
1512,181532.56937908346
1513,148697.55502010277
1514,159938.92668802233
1515,216046.04462484317
1516,155193.66497065965
1517,184452.35384267604
1518,125831.11183422932
1519,220012.1920766806
1520,124988.89957789029
1521,132796.08685108856
1522,186494.23473232868
1523,109395.29509399395
1524,127222.03199350857
1525,116809.13053127471
1526,96305.94671403425
1527,105123.87264970207
1528,145849.64837737393
1529,152488.25469711842
1530,204672.1853763914
1531,116184.70155152783
1532,101957.97259329242
1533,157294.40039090067
1534,127292.69167343492
1535,156820.26287785778
1536,97522.32606744545
1537,50125.52202233346
1538,159700.34111384721
1539,206542.42758887284
1540,116218.98710572242
1541,145064.29297866253
1542,149599.35096646997
1543,198455.68916273036
1544,76696.4264819292
1545,125865.24757721636
1546,138092.68607907405
1547,124363.08522535488
1548,150152.40441477078
1549,129357.5063009169
1550,137232.45416768722
1551,114535.69168312312
1552,143429.0714756893
1553,163081.8571945991
1554,123774.3600090458
1555,161015.46258999815
1556,73218.43173782818
1557,107104.21919147763
1558,102013.23791430576
1559,87137.39019727422
1560,128559.75348197925
1561,140637.49996010307
1562,129867.95879666472
1563,125595.62776744796
1564,167363.87005269795
1565,149699.4939478985
1566,251845.84368507948
1567,63380.80978229828
1568,223991.32117589633
1569,129120.40107807994
1570,136506.9834574511
1571,98637.08090249338
1572,153275.6579594419
1573,257027.99588640034
1574,129079.60573415365
1575,238799.1833355761
1576,246471.78107067244
1577,182579.5054909411
1578,145512.9406928541
1579,144761.81887688662
1580,192670.17041834095
1581,156369.22738966113
1582,127553.43364054931
1583,281907.840453402
1584,223291.34026758256
1585,141272.87849162088
1586,37420.2927988802
1587,93670.0251676368
1588,162693.14924452791
1589,106396.0283857538
1590,134396.7598657458
1591,90944.76027931686
1592,124503.28863189509
1593,124429.48284855427
1594,159462.66495369456
1595,114047.44503856008
1596,229147.63887633744
1597,194721.88388820202
1598,206793.37152137083
1599,185097.71274260792
1600,164983.69751886535
1601,49865.02198078565
1602,130430.62112484989
1603,79849.41347804718
1604,270434.22157646075
1605,234259.82810877333
1606,164361.89339851576
1607,176433.97617747192
1608,199974.53368363855
1609,187466.27566710673
1610,146794.95316541335
1611,140590.79461619596
1612,193950.88514568075
1613,165356.42636008852
1614,139480.81582182972
1615,102114.07212869858
1616,72612.97393289604
1617,85848.77944676118
1618,118274.23405647348
1619,142350.702036403
1620,175214.3637771121
1621,136695.3943377392
1622,134456.80160731787
1623,254994.13727739046
1624,213081.89137954486
1625,124504.45963668963
1626,172878.85705167323
1627,193283.63624540833
1628,275451.11087946524
1629,171063.50321079337
1630,365654.43092204223
1631,232351.37892561662
1632,247109.92537296738
1633,170446.63271413255
1634,185591.20382202358
1635,170748.10160072916
1636,146919.03800602932
1637,201034.52941602631
1638,184230.30244890763
1639,191564.50721774646
1640,249711.94984825375
1641,185911.91733514157
1642,262864.22289414087
1643,213767.4781702361
1644,231779.67607785715
1645,212694.9828809076
1646,160288.8230908378
1647,161969.78422221262
1648,128065.42940505873
1649,130710.76997080981
1650,115264.4447553719
1651,120591.57463726855
1652,95725.23997958511
1653,99909.83631444204
1654,140903.13266448397
1655,133526.90374272142
1656,136694.74977880402
1657,143060.53449409734
1658,141554.35422982054
1659,119678.17396224325
1660,151965.1396013879
1661,403297.7764664388
1662,385964.03371661226
1663,372822.841390966
1664,453058.2860118982
1665,322579.25920400524
1666,329456.342555405
1667,364253.387879353
1668,347429.5857407858
1669,321010.0099847
1670,353544.71647754905
1671,253832.311519086
1672,399852.0064831119
1673,271599.6392157938
1674,238309.30939188786
1675,195901.73837675247
1676,203792.45631936577
1677,209223.76952085737
1678,442633.1622142667
1679,377307.3807415195
1680,335627.37329027744
1681,278521.0139809232
1682,308003.0792211414
1683,183460.35627313424
1684,171925.80008516496
1685,176977.21557447652
1686,167127.3277022557
1687,171161.4345360822
1688,190643.9717726768
1689,199040.55854819436
1690,192297.56013514544
1691,180698.0138863416
1692,265088.709045165
1693,165350.81984469597
1694,180761.44371890486
1695,160907.87143166887
1696,252951.14603826217
1697,168494.78096793767
1698,338546.8119417931
1699,305735.65766443615
1700,266557.786287843
1701,278816.5051349568
1702,239100.7162882348
1703,229012.77495486836
1704,271946.92276625044
1705,255326.4954059585
1706,331343.3743169325
1707,228633.09267391416
1708,200015.09884651122
1709,249789.82355409733
1710,221194.3782737276
1711,273380.4969334954
1712,244147.76486042782
1713,279684.07202200266
1714,224448.64717800939
1715,211808.74847100652
1716,179800.37841249176
1717,174746.077170652
1718,147210.9701739134
1719,217416.01371859375
1720,243134.7365672593
1721,163031.40078192158
1722,129654.29187846137
1723,154957.5478294253
1724,208650.49768849486
1725,234364.67617178487
1726,191203.04607722582
1727,149747.10119777988
1728,172814.26168952056
1729,163968.8460185948
1730,179265.55719110626
1731,109651.6081660366
1732,120483.83745732042
1733,116555.04159382684
1734,115311.54656063963
1735,120772.22921549948
1736,96884.21191953064
1737,301685.0631469989
1738,260787.48766689177
1739,263590.33882763376
1740,205359.59310891223
1741,188081.4365337455
1742,175648.5467274594
1743,174515.76330958295
1744,326778.9789095812
1745,225776.9570189556
1746,207365.62854313
1747,229465.24655717635
1748,223733.31665209087
1749,148284.04297886917
1750,138282.0282194611
1751,244098.59219758352
1752,116770.1218553452
1753,155835.26294701023
1754,206255.97162808152
1755,168115.3440804442
1756,124838.85334464395
1757,116200.88127528725
1758,144879.03032296675
1759,158679.0913299201
1760,164916.51718655473
1761,154675.40296088601
1762,183511.76148624066
1763,177248.05473704578
1764,109793.31302395288
1765,190106.4499009127
1766,194734.14917306497
1767,231815.21837643906
1768,145400.68922769546
1769,169633.43126391794
1770,151807.8591041303
1771,128718.60399021243
1772,140857.75532912265
1773,117466.31354958122
1774,154842.43812507624
1775,139356.41067598097
1776,127561.8348020995
1777,101216.87827544799
1778,150863.0143230902
1779,118536.3656825861
1780,178062.12166497007
1781,128266.62036989396
1782,72688.5495221878
1783,140673.94963402045
1784,93335.9098723242
1785,139956.6171033861
1786,81577.97628354252
1787,162214.52233167202
1788,35012.757514462864
1789,103097.84641564597
1790,53265.880020713084
1791,199679.3846077239
1792,169015.6421913735
1793,129344.37426706438
1794,169441.06689665315
1795,133076.54178709036
1796,135949.3911066401
1797,136698.29965202685
1798,122458.27232216322
1799,103513.34999218857
1800,120168.63797221717
1801,117750.69564671081
1802,115829.54879508354
1803,158276.94747386954
1804,136680.6345036151
1805,138732.65965537995
1806,138118.0431915829
1807,149765.53662456363
1808,120063.4048181317
1809,131050.49541373842
1810,142471.02505519276
1811,79419.23788103776
1812,108212.1491279719
1813,130582.98623323394
1814,77452.71882602217
1815,32309.376420914603
1816,96338.22201124334
1817,103946.07792865147
1818,177702.1663777748
1819,151066.79520837194
1820,53074.83511963906
1821,94668.06228209345
1822,144479.9415429372
1823,29091.275135872478
1824,136022.11971942836
1825,135194.941766251
1826,96126.30079979409
1827,100848.29299942346
1828,146656.54239204025
1829,135925.25791063148
1830,151345.7394869537
1831,155980.394802285
1832,94395.5182609575
1833,145955.593202946
1834,118097.4747603829
1835,109209.4935348613
1836,146132.5340190879
1837,83853.7198055776
1838,107502.53489548521
1839,97118.26560687978
